1  -0.660164    0.459299
18  -0.681482    0.863731
32  -0.776446    0.97095
31  -0.893041    0.426846
20  -0.951432    0.372012
4  -0.827986    0.312037
12  -0.613414    -0.0135474
7  -0.957725    -0.663351
30  -0.964115    -0.732392
23  -0.803571    -0.75808
15  -0.521464    -0.0564068
2  -0.337669    -0.0457706
21  -0.261299    0.303909
26  -0.092985    0.531528
16  0.169834    0.233619
24  0.360274    0.154538
13  0.512095    -0.0417242
8  0.144877    -0.441534
14  -0.0114806    -0.484213
17  0.160937    -0.832092
9  0.0917158    -0.965397
10  0.166357    -0.870714
11  0.509307    -0.533686
25  0.68001    -0.894478
27  0.940534    -0.54778
5  0.810967    -0.257007
19  0.508103    0.00371557
29  0.879751    0.626571
28  0.989221    0.837711
6  0.673133    0.552096
3  0.143669    0.410058
22  -0.572297    0.35676
1  -0.660164    0.459299
